	title	url	content	summary	author	time	resource	pdf
74	Honduras: nubes en el horizonte de una borrasca añeja	https://www.cidob.org/en/publications/publication_series/opinion/america_latina/honduras_nubes_en_el_horizonte_de_una_borrasca_aneja		Rafael Martínez	Rafael Martínez	07/2009	www.cidob.org	https://www.cidob.org/en/content/download/56957/1466096/version/3/file/45_OPINIO_AMERICA%20LATINA.pdf
75	A l’horizon 2013. Un scénario incertain pour le Maghreb	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_05/a_l_horizon_2013_un_scenario_incertain_pour_le_maghreb		Notes internacionals CIDOB, núm. 5	Francis Ghilès Senior Researcher, CIDOB, Omar Aloui Directeur de AgroConcept (Rabat), Guillaume Alméras Consultant (Paris)	07/2009	www.cidob.org	https://www.cidob.org/en/content/download/56740/1458913/version/2/file/Notes%20Internacionals%20n%C2%BA%205.pdf
76	Mohamed VI, año X: Mito y realidad de la transición marroquí	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_07/mohamed_vi_ano_x_mito_y_realidad_de_la_transicion_marroqui		Notes internacionals CIDOB, núm. 7	David Alvarado. Politólogo y corresponsal de prensa en el Magreb, Consultor de la Universidad Oberta de Catalunya (UOC), Investigador asociado del CIDOB	10/2009	www.cidob.org	https://www.cidob.org/en/content/download/56744/1458991/version/1/file/Notes%20Internacionals%20n%C2%BA%207.pdf
77	A collective change of heart endorses Lisbon in Ireland	https://www.cidob.org/en/publications/publication_series/opinion/europa/a_collective_change_of_heart_endorses_lisbon_in_ireland		Mary Jane O'Leary	Mary Jane O'Leary	10/2009	www.cidob.org	https://www.cidob.org/en/content/download/57060/1470544/version/2/file/50_OPINIO_EUROPA.pdf
78	Estados fallidos: el caso de Somalia y sus piratas	https://www.cidob.org/en/publications/publication_series/opinion/desarrollo/estados_fallidos_el_caso_de_somalia_y_sus_piratas		Iñigo Macías-Aymar 	Iñigo Macías-Aymar 	09/2009	www.cidob.org	https://www.cidob.org/en/content/download/57042/1469828/version/2/file/49_OPINIO_DESARROLLO.pdf
79	Croatia, Macedonia and the EU: Setting the Bar Too High?	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_08/croatia_macedonia_and_the_eu_setting_the_bar_too_high		Notes internacionals CIDOB, núm. 8	Deniz Devrim Barcelona Center for International Studies (CIDOB); Tomislav Maršić German Institute for International and Security Affairs (SWP), Currently visiting Scholar at St Antony’s College, University of Oxford	12/2009	www.cidob.org	https://www.cidob.org/en/content/download/56746/1459030/version/1/file/Notes%20Internacionals%20n%C2%BA%208.pdf
80	Egypt vs. Algeria – the nasty politics of football	https://www.cidob.org/en/publications/publication_series/opinion/cidob/egypt_vs_algeria_the_nasty_politics_of_football		Francis Ghilès	Francis Ghilès	12/2009	www.cidob.org	https://www.cidob.org/en/content/download/57263/1481508/version/2/file/52_OPINIO_CIDOB.pdf
81	La dinámica del contacto. Movilidad, encuentro y conflicto en las relaciones interculturales	https://www.cidob.org/en/publications/publication_series/monographs/monographs/la_dinamica_del_contacto_movilidad_encuentro_y_conflicto_en_las_relaciones_interculturales		2nd Training Seminar of the Forum for Young Researchers into Intercultural Dynamics	VV.AA. Yago Mellado [coord.]	11/2009	www.cidob.org	https://www.cidob.org/en/content/download/57582/1488461/version/5/file/DOCTORANDOS%202009.pdf
82	A project for Europe. Reflections and proposals for the Spanish Presidency of the Council of the European Union	https://www.cidob.org/en/publications/publication_series/monographs/monographs/a_project_for_europe_reflections_and_proposals_for_the_spanish_presidency_of_the_council_of_the_european_union		ISBN:	CIDOB and Circulo de Economia	10/2009	www.cidob.org	https://www.cidob.org/en/content/download/57581/1488374/version/2/file/UN%20PROYECTO%20PARA%20EUROPA_completo_eng.pdf
83	Alternancia en Chile: 20 años no son en balde	https://www.cidob.org/en/publications/publication_series/opinion/america_latina/alternancia_en_chile_20_anos_no_son_en_balde		Anna Ayuso	Anna Ayuso	01/2010	www.cidob.org	https://www.cidob.org/en/content/download/56962/1466241/version/3/file/56_OPINIO_AMERICA%20LATINA.pdf
84	Las contradicciones de la política de integración alemana	https://www.cidob.org/en/publications/publication_series/opinion/migraciones/las_contradicciones_de_la_politica_de_integracion_alemana		Tatiana Ticona Salazar	Tatiana Ticona	01/2010	www.cidob.org	https://www.cidob.org/en/content/download/57217/1479322/version/2/file/55_OPINIO_MIGRACIONS.pdf
85	Honduras: impactos del golpe de Estado y las elecciones	https://www.cidob.org/en/publications/publication_series/opinion/america_latina/honduras_impactos_del_golpe_de_estado_y_las_elecciones		Raúl Benítez Manaut	Raúl Benítez Manaut	12/2009	www.cidob.org	https://www.cidob.org/en/content/download/56961/1466212/version/2/file/54_OPINIO_AMERICA%20LATINA.pdf
86	A Place in Europe: Ukraine Longing for the EU	https://www.cidob.org/en/publications/publication_series/opinion/europa/a_place_in_europe_ukraine_longing_for_the_eu		Valeriya Shamray	Valeriya Shamray	12/2009	www.cidob.org	https://www.cidob.org/en/content/download/57061/1470573/version/2/file/53_OPINIO_EUROPA.pdf
87	"Pakistan's ""Elephant in the room"". The Mysterious Case of Balochistan"	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_11/pakistan_s_elephant_in_the_room_the_mysterious_case_of_balochistan		Notes internacionals CIDOB, núm. 11	Dr. Emma Hooper.  Associate Senior Research Fellow at CIDOB Associate Professor, EADA	02/2010	www.cidob.org	https://www.cidob.org/en/content/download/56752/1459147/version/2/file/NOTES%2011_HOOPER.pdf
88	¿Qué piensa Rusia?	https://www.cidob.org/en/publications/publication_series/interrogar_la_actualidad/que_piensa_rusia		Interrogar la actualidad, n.º 30 	10€	02/2010	www.cidob.org	https://www.cidob.org/en/content/download/57547/1485792/version/1/file/30-%C2%BFQUE%20PIENSA%20RUSIA%EF%80%A5.pdf
89	Inmigración latinoamericana en España. El estado de la investigación	https://www.cidob.org/en/publications/publication_series/interrogar_la_actualidad/inmigracion_latinoamericana_en_espana_el_estado_de_la_investigacion		Interrogar la actualidad, n.º 29	20€	02/2010	www.cidob.org	https://www.cidob.org/en/content/download/57546/1485763/version/5/file/29-INMIGRACI%C3%93N%20LATINOAMERICANA%20EN%20ESPA%C3%91A.pdf
90	Out of the ashes: What Next for the UN in Haiti?	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_10/out_of_the_ashes_what_next_for_the_un_in_haiti		Notes internacionals CIDOB, núm. 10	Johanna Mendelson Forman. Senior Associate of the Americas Program at the Center for Strategic and International Studies in Washington	02/2010	www.cidob.org	https://www.cidob.org/en/content/download/56750/1459108/version/1/file/Notes%20Internacionals%20n%C2%BA%2010.pdf
91	Enlargement works, why stop now?	https://www.cidob.org/en/publications/publication_series/opinion/europa/enlargement_works_why_stop_now		Deniz Devrim 	Deniz Devrim and Mary Jane O’Leary	02/2010	www.cidob.org	https://www.cidob.org/en/content/download/57062/1470602/version/2/file/59_OPINIO_EUROPA.pdf
92	Haití: entre terremotos naturales y no tanto	https://www.cidob.org/en/publications/publication_series/opinion/america_latina/haiti_entre_terremotos_naturales_y_no_tanto		Mariana Foglia 	Mariana Foglia 	02/2010	www.cidob.org	https://www.cidob.org/en/content/download/56963/1466270/version/2/file/60_OPINIO_AMERICA%20LATINA.pdf
93	¿Reconstruir Haití? no todo vale	https://www.cidob.org/en/publications/publication_series/opinion/desarrollo/reconstruir_haiti_no_todo_vale		Iñigo Macías-Aymar	Iñigo Macías-Aymar	02/2010	www.cidob.org	https://www.cidob.org/en/content/download/57043/1469857/version/2/file/58_OPINIO_DESARROLLO.pdf
94	A war in Congo? Where’s the news? The dramatic humanitarian situation in the Eastern and North-eastern provinces	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_09/a_war_in_congo_where_s_the_news_the_dramatic_humanitarian_situation_in_the_eastern_and_north_eastern_provinces		Notes internacionals CIDOB, núm. 9	Andrea Pontiroli Head of media relations at Médecins Sans Frontières (MSF), Italy	02/2010	www.cidob.org	https://www.cidob.org/en/content/download/56748/1459069/version/1/file/Notes%20Internacionals%20n%C2%BA%209.pdf
95	Cuando la xenofobia dirige la acción política	https://www.cidob.org/en/publications/publication_series/opinion/migraciones/cuando_la_xenofobia_dirige_la_accion_politica		Gemma Pinyol	Gemma Pinyol	02/2010	www.cidob.org	https://www.cidob.org/en/content/download/57218/1479351/version/3/file/57_OPINIO_MIGRACIONS.pdf
96	Kirguizstán, segundo asalto: ¿una esperanza democrática?	https://www.cidob.org/en/publications/publication_series/opinion/asia/kirguizstan_segundo_asalto_una_esperanza_democratica		Nicolás de Pedro	Nicolás de Pedro	04/2010	www.cidob.org	https://www.cidob.org/en/content/download/57008/1468194/version/4/file/66_OPINIO_ASIA.pdf
97	Turbulencias en la relación Israel-EEUU	https://www.cidob.org/en/publications/publication_series/opinion/seguridad_y_politica_mundial/turbulencias_en_la_relacion_israel_eeuu		Ricard González	Ricard González	04/2010	www.cidob.org	https://www.cidob.org/en/content/download/57232/1479854/version/2/file/65_OPINIO_SEGURIDAD.pdf
98	A missed opportunity: the Goldstone Report on Gaza  and its consequences in Israel	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_13/a_missed_opportunity_the_goldstone_report_on_gaza_and_its_consequences_in_israel		Notes internacionals CIDOB, núm. 13	Alvise Vianello. Researcher at CIDOB	03/2010	www.cidob.org	https://www.cidob.org/en/content/download/56756/1459225/version/1/file/NOTES_CIDOB_%2013.pdf
99	Elections régionales en France: de la déception à l’exaspération	https://www.cidob.org/en/publications/publication_series/opinion/europa/elections_regionales_en_france_de_la_deception_a_l_exasperation		Francis Ghilès	Francis Ghilès	03/2010	www.cidob.org	https://www.cidob.org/en/content/download/57063/1470660/version/3/file/64_OPINIO_EUROPA%28FRANCES%29.pdf
100	Haití: lecciones para la ayuda humanitaria	https://www.cidob.org/en/publications/publication_series/opinion/desarrollo/haiti_lecciones_para_la_ayuda_humanitaria		Aitor Zabalgogeazkoa	Aitor Zabalgogeazkoa	03/2010	www.cidob.org	https://www.cidob.org/en/content/download/57044/1469886/version/2/file/63_OPINIO_DESARROLLO.pdf
101	Condicionantes de la acción de la OEA y Brasil en la crisis hondureña.	https://www.cidob.org/en/publications/publication_series/opinion/america_latina/condicionantes_de_la_accion_de_la_oea_y_brasil_en_la_crisis_hondurena		Dr. Aquiles Magide	Dr. Aquiles Magide	03/2010	www.cidob.org	https://www.cidob.org/en/content/download/56964/1466299/version/2/file/62_OPINIO_AMERICA%20LATINA.pdf
102	Turkey's bold new visa diplomacy	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_12/turkey_s_bold_new_visa_diplomacy		Notes internacionals CIDOB, núm. 12	Deniz Devrim. Research Fellow at CIDOB, and Eduard Soler i Lecha. Research Fellow at CIDOB	03/2010	www.cidob.org	https://www.cidob.org/en/content/download/56754/1459186/version/2/file/NOTES%2012_DENIZ%26EDUARD_def.pdf
103	Conversation with Shashi Taroor	https://www.cidob.org/en/publications/publication_series/opinion/cidob/conversation_with_shashi_taroor		Opinión CIDOB, n.º 61	CIDOB Opinion	03/2010	www.cidob.org	https://www.cidob.org/en/content/download/57264/1481537/version/2/file/61_OPINIO_INTERVIEW.pdf
104	Lo que queda de Bélgica	https://www.cidob.org/en/publications/publication_series/opinion/europa/lo_que_queda_de_belgica		Carme Colomina	Carme Colomina	05/2010	www.cidob.org	https://www.cidob.org/en/content/download/57065/1470776/version/3/file/68_OPINIO_EUROPA_CAS.pdf
105	An Iron Chancellor for Europe 	https://www.cidob.org/en/publications/publication_series/opinion/europa/an_iron_chancellor_for_europe		Carme Colomina	Carme Colomina and Deniz Devrim  	05/2010	www.cidob.org	https://www.cidob.org/en/content/download/57066/1470805/version/3/file/69_OPINIO_EUROPA.pdf
106	Elecciones en Italia: Berlusconi en deuda con la Liga Norte de Bossi	https://www.cidob.org/en/publications/publication_series/opinion/europa/elecciones_en_italia_berlusconi_en_deuda_con_la_liga_norte_de_bossi		Alvise Vianello	Alvise Vianello	04/2010	www.cidob.org	https://www.cidob.org/en/content/download/57064/1470718/version/2/file/67_OPINIO_EUROPA.pdf
107	Herman Van Rompuy o la “determinación tranquila”: El proceso de consolidación del nuevo presidente estable del Consejo Europeo	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_14/herman_van_rompuy_o_la_determinacion_tranquila_el_proceso_de_consolidacion_del_nuevo_presidente_estable_del_consejo_europeo		Notes internacionals CIDOB, núm. 14	Carme Colomina. Investigadora Principal CIDOB	04/2010	www.cidob.org	https://www.cidob.org/en/content/download/56758/1459264/version/3/file/Notes_Internacionals_CIDOB_n_14.pdf
108	The Union for the Mediterranean fails to provide  a new tool box for the region	https://www.cidob.org/en/publications/publication_series/opinion/mediterraneo_y_oriente_medio/the_union_for_the_mediterranean_fails_to_provide_a_new_tool_box_for_the_region		Francis Ghilès,	Francis Ghilès	06/2010	www.cidob.org	https://www.cidob.org/en/content/download/57143/1475542/version/3/file/73_OPINIO_MEDITERRANEO.pdf
109	Helsinki Plus: Towards a Human Security Architecture for Europe	https://www.cidob.org/en/publications/publication_series/monographs/monographs/helsinki_plus_towards_a_human_security_architecture_for_europe		Executive Summary	EU-Russia Human Security Study Group	06/2010	www.cidob.org	https://www.cidob.org/en/content/download/57584/1488577/version/1/file/Helsinki%20Plus%20Human%20Security%20Architecture.pdf
110	At long last, a change at the Algerian ministry of Energy	https://www.cidob.org/en/publications/publication_series/opinion/seguridad_y_politica_mundial/at_long_last_a_change_at_the_algerian_ministry_of_energy		Francis Ghilès	Francis Ghilès	06/2010	www.cidob.org	https://www.cidob.org/en/content/download/57233/1479883/version/4/file/72_OPINIO_MEDITERRANEO.pdf
111	Is Albania's moderating voice in Southeast Europe taken for granted?	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_16/is_albania_s_moderating_voice_in_southeast_europe_taken_for_granted		Notes internacionals CIDOB, núm. 16	Remzi, Lani, Director of Albanian Media Institute and Deniz Devrim, Research Fellow at CIDOB	05/2010	www.cidob.org	https://www.cidob.org/en/content/download/56762/1459342/version/1/file/NOTES_16_DENIZ_REMZI.pdf
112	Cumbre de presencias incómodas y ausencias elocuentes: Honduras y la cumbre UE-América Latina	https://www.cidob.org/en/publications/publication_series/opinion/america_latina/cumbre_de_presencias_incomodas_y_ausencias_elocuentes_honduras_y_la_cumbre_ue_america_latina		Anna Ayuso	Anna Ayuso	05/2010	www.cidob.org	https://www.cidob.org/en/content/download/56965/1466328/version/3/file/71_OPINIO_AMERICA%20LATINA.pdf
113	UK politics: Breaking with the Past	https://www.cidob.org/en/publications/publication_series/opinion/europa/uk_politics_breaking_with_the_past		(Dr.) Alan Butt Philip	(Dr.) Alan Butt Philip. 	05/2010	www.cidob.org	https://www.cidob.org/en/content/download/57067/1470834/version/2/file/70_OPINIO_EUROPA.pdf
114	El reto de las “dos Bolivias”. La confrontación entre el Altiplano y el Oriente dificulta el despliegue del proyecto autonómico de Evo Morales 	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_15/el_reto_de_las_dos_bolivias_la_confrontacion_entre_el_altiplano_y_el_oriente_dificulta_el_despliegue_del_proyecto_autonomico_de_evo_morales		Notes internacionals CIDOB, núm. 15	Celia Cernadas, periodista y becaria del programa Knight International Journalism Fellowships en Bolivia	05/2010	www.cidob.org	https://www.cidob.org/en/content/download/56760/1459303/version/1/file/NOTES%2015_CERNADAS.pdf
